index,md5,aHash,aHash_binary,dHash,dHash_binary,pHash,pHash_binary,wHash,wHash_binary
71,031a8139f1e0f8802ff55bace423284f,4070267244988757564,0011100001111100011111100111111001111110011101100111011000111100,13965878828901123284,1100000111010000110001001100110011101100110011001100010011010100,14180510462107794620,1100010011001011010010110010001000111011101001010011110010111100,2340884953584530944,0010000001111100011111100111011001110110011101100111011000000000
72,0323de6b04bc16410199aff90a04c338,1764926030843379224,0001100001111110010001101101111111000011010000100111111000011000,8200085936395967601,0111000111001100100011101011011010010110100011101101110001110001,10720338879167739239,1001010011000110010010110110100101101100100110100011010101100111,1764926030843379224,0001100001111110010001101101111111000011010000100111111000011000
73,032557d265db6b8ff63dd143ff56f431,70079570457337344,0000000011111000111110001111111101111111000111110001111000000000,12155356745713218146,1010100010110000100000001000111011110010011000100111001001100010,15402427958630297244,1101010111000000011010101001111101110000101101000010111010011100,70083964192038400,0000000011111000111111001111111001111110000111100001111000000000
74,032bacaea0d335daec271f228db6bc88,17590534621068828,0000000000111110011111100111111101111111011111110111111000011100,8133723795414106352,0111000011100000110010101011001010010110110011001100000011110000,9254720429676390964,1000000001101111010111110011001001111010011010010110101000110100,17027562654809608,0000000000111100011111100111101001011111011011100011111000001000
75,033d99c6443581b0db16311ed1cad11a,9099032949835169534,0111111001000110010000100100001001010110011111111111111011111110,15327074120069965380,1101010010110100101101001011010010110100110110100110011001000100,15280941731977038788,1101010000010000110011111000101100010111111011110000101111000100,4487276287517195004,0011111001000110000000100000001001000110011111101111101011111100
76,033fa43ba110a997ee5b499566edb729,9114822030895767552,0111111001111110010110100101100000111110011100100110000000000000,10571835854795102752,1001001010110110101101001011001010101100110011001101101000100000,14167308354852054942,1100010010011100011000111110001100011010011000010110011110011110,9114861750752272384,0111111001111110011111100111100000111110011000100110000000000000
77,034e1a217989cf16815679238aff1b3c,4355739217302471204,0011110001110010101100011011110110001101100011010100001000100100,14746583230911978188,1100110010100110011000110101000101011001001111011001101011001100,14611370691757973101,1100101011000110000001000011101011010011110010011001111001101101,4355739217302471228,0011110001110010101100011011110110001101100011010100001000111100
78,034e4c62965f8d5dd5d5a2ce34a53ba9,4358070466934299196,0011110001111010111110011111111111100111101111010101101000111100,16182052865444524776,1110000010010010001100110101100001001101011010011011001011101000,15116688623360888444,1101000111001001010001000011011000010111100111010100111001111100,4344488950325070392,0011110001001010101110011010111010100110101111000100101000111000
79,0355db8425d97c343e5a7b4ecbf43852,4359162086802996736,0011110001111110110110101101001001110110001111100011111000000000,14450000301091635906,1100100010001000101101101011011011100110110110101100001011000010,9653548829096356775,1000010111111000010010111000001101101100001011010010101110100111,900401696151059968,0000110001111110110111101001001001110110001111100011111000000000
80,036191365577eabe2e9d44a52cfafed5,9225623846598146807,1000000000001000000000000000001001001111110110101111101011110111,1212289182260954757,0001000011010010111010101001011010011001101101101000011010000101,14131150886113991363,1100010000011011111011101101110001100010010001010101101011000011,9234928223766444757,1000000000101001000011100100101001101111110100111111101011010101
81,036bae8dd72bd70761960a90ea631ff1,4683743455724050432,0100000011111111111111111101101110000001011111100001100000000000,11719107452312105073,1010001010100010101000100010001100101011101100100011000001110001,14767320118427673374,1100110011110000000011110110100000110111010111000110001100011110,72057420116793344,0000000011111111111111111101011110000001011111100001100000000000
82,0392f8be82a297242baad10a9a2912eb,3206227439730441728,0010110001111110110011101101111001111110001111100011111000000000,14450004715847729872,1100100010001000101110101011101011001010110100101100001011010000,10806460455519595403,1001010111111000010000101000011101111010100011010010101110001011,900260459506974208,0000110001111110010111100001111000111110001111100011111000000000
83,0393554fcfc3d9286240b5b0958c4b8c,899874394564689408,0000110001111100111111101111111001111110011111110111111000000000,17925668748988109032,1111100011000100110001001100000011000000110000011101000011101000,9250140757130295935,1000000001011111000110100000001001011111000111010011101001111111,35180508740353024,0000000001111100111111000111110001111110011111000111110000000000
84,0393e90cef709f85b4abbace16c09489,33273555084853022,0000000001110110001101100001111100111111001111110011111100011110,8999571282872399986,0111110011100100111001100110011001100110011010100111100001110010,10763729665435331245,1001010101100000011100110001101000011110100110110110101010101101,33220777989783326,0000000001110110000001100001111100011111001111100011111100011110
85,0394caf39615a8ee1aa59f568d8efb47,33909417481007104,0000000001111000011110000110111101111111011111101111000000000000,11007892365794648116,1001100011000011111000111100100011001100111011001010000000110100,13927729526170394428,1100000101001001001111000011011000110111000110110001111100111100,33909417480976384,0000000001111000011110000110111101111111011111100111100000000000
86,03f95eb6b8ca897b7f40454a8b1ec456,0,0000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000000000000000000000000000000000000000000000000000,0,0000000000000000000000000000000000000000000000000000000000000000
87,03fa6249a392eb486e67745ca4a97c0a,6980844268902301500,0110000011100000111100001110000001100000001111100011111100111100,9981036453514766560,1000101010000011110000111100010111001101111110001110100011100000,13862389386552155599,1100000001100001000110011011001101110011100101100001110111001111,6985347868533882684,0110000011110000111100001110000001100000011111100111111100111100
88,04115539ba5a197c179e2a3ce0ec5d7c,9114861741217316352,0111111001111110011111100111011000000110000011100111111000000000,11721342224778836618,1010001010101010100100101010011010101110101110101011101010001010,10790707984158964611,1001010111000000010010111011110101101110110001000011101110000011,9114861741150191104,0111111001111110011111100111011000000010000011100011111000000000
89,041309e9b0887263c89f5ff23947cf3b,35039779837853184,0000000001111100011111000111111001111110001111100011111000000000,9838544947037495914,1000100010001001100010001000000010100010111000100110001001101010,13864401363931200149,1100000001101000001111111001010101110000100011110111101010010101,35039779837853184,0000000001111100011111000111111001111110001111100011111000000000
90,041436594c1ce9e99c569fb7402fe0c7,33238370712764186,0000000001110110000101100001111100111111001111110011111100011010,7549412202859095650,0110100011000100111001100110011001100110011010100110011001100010,10696166329412172589,1001010001110000011010101001101100011011000110110011101100101101,32095016058764830,0000000001110010000001100011111100111111001111100011111000011110
91,04168d420ce22e3a77ccac661f49ab92,4359058363447540792,0011110001111110011111000111110001111100011111000111110000111000,17363866583368000752,1111000011111000110110001010100011101100111011001110010011110000,14992814350617820000,1101000000010001001011010011011101101111111101000011101101100000,35039771218443288,0000000001111100011111000111110001111100011111000111110000011000
92,04200a33159c25aa568c80b18ec53585,18446728620182011904,1111111111111111111100011111000111110001111110110000000000000000,12747407563330840781,1011000011100111111000111010001111100011011101100110100011001101,17060217706220027241,1110110011000010000100011001110101101010000100101111110101101001,13724704410883457024,1011111001110111111100011111000111110001111100100000000000000000
93,04399fb64bf8ed537772a3c8b51c79d7,13961679755188355526,1100000111000001110110011100001111100011110000111100000111000110,257711863512901421,0000001110010011100100111001001100001111000101110010011100101101,16783075398770268564,1110100011101001011101100010011110010110010011001001100110010100,13961679755188355527,1100000111000001110110011100001111100011110000111100000111000111
